-6.293179988861083984e-01	1.549845784902572632e-01	-2.299611829221248627e-02	3.524860143661499023e-01	-1.474971622228622437e-01	-1.783997863531112671e-01	1.120675951242446899e-01	5.357927083969116211e-01	-7.279216051101684570e-01	2.160302922129631042e-02	1.857669949531555176e-01	2.429405301809310913e-01	2.852509915828704834e-01	6.870687007904052734e-02	7.797201722860336304e-02	-1.680373698472976685e-01	9.211969375610351562e-02	7.455401867628097534e-02	-5.683984160423278809e-01	-3.742743134498596191e-01	-1.221504062414169312e-03	-1.368320137262344360e-01	2.024891525506973267e-01	-2.088895589113235474e-01	3.113836050033569336e-01	-5.412324666976928711e-01	2.991878688335418701e-01	-4.222720265388488770e-01	1.746311038732528687e-01	9.679770469665527344e-02	-5.732125639915466309e-01	3.258508741855621338e-01	4.735704362392425537e-01	-5.916059017181396484e-01	-1.014820039272308350e-01	-2.732101380825042725e-01	2.740544676780700684e-01	6.760919094085693359e-02	9.186757802963256836e-01	-2.443070113658905029e-01	4.105779528617858887e-01	9.180666506290435791e-02	-3.508479893207550049e-02	-1.842562854290008545e-01	1.076581120491027832e+00	4.246023893356323242e-01	-1.963323801755905151e-01	4.580128006637096405e-04	2.491983920335769653e-01	-3.624675273895263672e-01
-5.148134231567382812e-01	2.048004716634750366e-01	-2.125172019004821777e-01	5.274239182472229004e-01	8.039906620979309082e-02	-8.902219682931900024e-02	5.279958844184875488e-01	2.787474691867828369e-01	-4.081996977329254150e-01	6.212546825408935547e-01	-1.359084993600845337e-01	-9.477100335061550140e-03	9.947601705789566040e-02	-2.259626388549804688e-01	9.399183839559555054e-02	-2.446897178888320923e-01	-2.855024933815002441e-01	2.073944658041000366e-01	-5.295763015747070312e-01	-2.099862992763519287e-01	-3.710284829139709473e-02	2.150887250900268555e-01	5.849002599716186523e-01	-4.225588142871856689e-01	3.634567558765411377e-01	-3.046843707561492920e-01	5.860404372215270996e-01	-5.229918956756591797e-01	2.369326800107955933e-01	-3.125815689563751221e-01	-5.283637642860412598e-01	4.519711732864379883e-01	3.128207325935363770e-01	-5.375021100044250488e-01	-3.799225091934204102e-01	-1.303741633892059326e-01	-7.588490098714828491e-02	-2.044357359409332275e-01	2.721557319164276123e-01	4.939140081405639648e-01	2.615706622600555420e-01	3.494652211666107178e-01	-2.994328737258911133e-01	-2.238263338804244995e-01	1.225587725639343262e+00	4.144886136054992676e-01	-3.095816373825073242e-01	-4.172745943069458008e-01	1.602399945259094238e-01	-2.005630880594253540e-01
-5.919371247291564941e-01	4.778433740139007568e-01	-3.422531783580780029e-01	4.897198379039764404e-01	1.656975038349628448e-02	-1.515992283821105957e-01	3.160872757434844971e-01	1.738828271627426147e-01	-4.698264896869659424e-01	-1.237303763628005981e-01	1.895399540662765503e-01	-4.515629112720489502e-01	-3.091725409030914307e-01	-1.932722926139831543e-01	1.939629316329956055e-01	2.722004950046539307e-01	-8.077481389045715332e-02	-2.963874861598014832e-02	-2.041028738021850586e-01	-3.430976271629333496e-01	1.280034985393285751e-02	3.079904988408088684e-02	4.036774933338165283e-01	-3.921813368797302246e-01	6.401129961013793945e-01	-1.138101220130920410e-01	4.002743959426879883e-01	-5.609526634216308594e-01	6.604663729667663574e-01	1.955174356698989868e-01	1.100413575768470764e-01	1.518433243036270142e-01	5.364489555358886719e-01	-2.134509384632110596e-01	-1.325494199991226196e-01	1.163094304502010345e-03	2.693475484848022461e-01	4.869832992553710938e-01	5.742133259773254395e-01	3.371786475181579590e-01	8.607136011123657227e-01	3.440458774566650391e-01	-1.089483425021171570e-01	2.013592608273029327e-02	5.950802564620971680e-01	2.476893216371536255e-01	1.477581411600112915e-01	-1.035141125321388245e-01	1.595022976398468018e-01	-2.163915932178497314e-01
-2.142250835895538330e-01	4.409447312355041504e-01	2.508089412003755569e-03	1.400353610515594482e-01	1.543630212545394897e-01	-5.802331864833831787e-02	8.280571699142456055e-01	4.530530571937561035e-01	-4.531768262386322021e-01	3.138705193996429443e-01	2.207929082214832306e-02	-2.341066151857376099e-01	-1.381242871284484863e-01	-4.268080890178680420e-01	-1.079085618257522583e-01	-4.127149879932403564e-01	9.261771291494369507e-02	9.433742612600326538e-02	-4.651144519448280334e-02	-6.956111192703247070e-01	-2.163971066474914551e-01	-3.217828273773193359e-01	7.381332516670227051e-01	-2.618920505046844482e-01	5.044651627540588379e-01	-1.970930397510528564e-01	3.191000521183013916e-01	-4.510557055473327637e-01	3.647165298461914062e-01	-1.727593988180160522e-01	-4.882156252861022949e-01	2.870044410228729248e-01	3.983528614044189453e-01	-5.590305924415588379e-01	2.174172401428222656e-01	6.170782446861267090e-02	1.948013007640838623e-01	-1.690634042024612427e-01	6.829927563667297363e-01	3.078944087028503418e-01	3.397611379623413086e-01	5.930141806602478027e-01	2.331173978745937347e-02	-3.591015636920928955e-01	7.555748224258422852e-01	1.890756189823150635e-01	3.278439342975616455e-01	-6.057812366634607315e-03	1.132961139082908630e-01	4.187945649027824402e-02
-3.394491374492645264e-01	4.166251718997955322e-01	-9.998625516891479492e-02	4.364353120326995850e-01	2.975320518016815186e-01	1.670300401747226715e-02	4.903245568275451660e-01	6.699450016021728516e-01	-6.384116411209106445e-01	4.126569032669067383e-01	1.366562694311141968e-01	-2.152427285909652710e-01	2.602956295013427734e-01	-4.033363759517669678e-01	1.727891154587268829e-02	-3.861345052719116211e-01	8.781390637159347534e-02	2.972645163536071777e-01	-2.423151582479476929e-01	-7.203056216239929199e-01	-4.289223253726959229e-01	-3.187871873378753662e-01	2.177727669477462769e-01	-3.750211298465728760e-01	7.630439996719360352e-01	-3.461419939994812012e-01	4.677253961563110352e-01	-1.062552332878112793e-01	1.074329912662506104e-01	6.240317597985267639e-02	-1.084553301334381104e-01	2.563843131065368652e-01	1.994592398405075073e-01	-7.297677397727966309e-01	-8.966013044118881226e-02	-2.003249675035476685e-01	2.642793208360671997e-02	9.854673407971858978e-03	8.644928932189941406e-01	5.255762338638305664e-01	4.609722495079040527e-01	4.045087397098541260e-01	-3.212799727916717529e-01	-4.073064327239990234e-01	7.844291329383850098e-01	3.612745702266693115e-01	-1.930490136146545410e-01	-1.515612285584211349e-02	2.884815335273742676e-01	-4.376128017902374268e-01
-3.875844925642013550e-02	2.807952463626861572e-01	6.401149183511734009e-02	2.286075502634048462e-01	-4.242575466632843018e-01	-2.389353811740875244e-01	3.467385172843933105e-01	4.480829238891601562e-01	-1.399509757757186890e-01	6.831691414117813110e-02	4.413581788539886475e-01	2.328242734074592590e-02	1.825137734413146973e-01	-2.139830738306045532e-01	4.964698106050491333e-02	1.823958456516265869e-01	1.247276291251182556e-01	-7.028742879629135132e-02	-3.519907593727111816e-01	-8.237837813794612885e-03	-1.013495959341526031e-02	3.472829461097717285e-01	4.283727407455444336e-01	-1.626734733581542969e-01	1.263070404529571533e-01	-2.773316502571105957e-01	4.939457774162292480e-01	-3.981051966547966003e-03	2.363796830177307129e-01	2.436467707157135010e-01	-2.162099331617355347e-01	2.869098782539367676e-01	1.038101240992546082e-01	-1.471053212881088257e-01	-1.377004832029342651e-01	-6.227027997374534607e-02	-1.028917729854583740e-01	-9.590253978967666626e-02	5.002108812332153320e-01	1.674399822950363159e-01	5.796554684638977051e-01	3.314863443374633789e-01	-2.141826152801513672e-01	-2.025085538625717163e-01	1.046429753303527832e+00	6.251598000526428223e-01	-3.492463529109954834e-01	-3.945185244083404541e-01	1.879077106714248657e-01	-6.349604129791259766e-01
-1.808410584926605225e-01	1.873430609703063965e-01	-3.781071007251739502e-01	6.186276674270629883e-01	-3.614613786339759827e-02	-1.157060414552688599e-01	3.064623773097991943e-01	5.482428073883056641e-01	-2.662894725799560547e-01	1.630840748548507690e-01	2.859812080860137939e-01	-1.597378961741924286e-02	-2.540900930762290955e-02	-3.130218982696533203e-01	2.305544447153806686e-03	-2.879451401531696320e-02	2.032806426286697388e-01	-2.253799140453338623e-02	-3.170089125633239746e-01	1.075512990355491638e-01	1.867769658565521240e-01	6.282415241003036499e-02	3.862774968147277832e-01	-5.831294134259223938e-02	2.037955224514007568e-01	-1.772762686014175415e-01	3.545896112918853760e-01	-7.953813672065734863e-01	3.820353448390960693e-01	2.060770690441131592e-01	-1.017872802913188934e-02	2.994187474250793457e-01	9.051920473575592041e-02	-1.374484300613403320e-01	-1.094524003565311432e-02	2.680085599422454834e-01	8.072339743375778198e-02	-7.208150625228881836e-02	2.215380221605300903e-01	6.799003481864929199e-02	6.177716255187988281e-01	8.839081227779388428e-02	2.954409420490264893e-01	-3.486188054084777832e-01	6.609590053558349609e-01	1.863882094621658325e-01	9.473451226949691772e-02	-8.104880154132843018e-02	3.816339969635009766e-01	-1.734190881252288818e-01
-2.721602655947208405e-02	6.472213268280029297e-01	-8.568975925445556641e-01	5.891670472919940948e-03	-2.030370533466339111e-01	-5.219636484980583191e-02	5.290009975433349609e-01	6.052951812744140625e-01	3.986827097833156586e-03	1.029448062181472778e-01	2.513331770896911621e-01	-3.047797381877899170e-01	4.072941839694976807e-02	-6.701005697250366211e-01	-1.965188235044479370e-02	-1.335093230009078979e-01	-8.124621510505676270e-01	1.484430283308029175e-01	3.560078795999288559e-03	-4.135156273841857910e-01	1.258717030286788940e-01	-2.149774432182312012e-01	3.046112656593322754e-01	9.172040969133377075e-02	1.240096688270568848e-01	-5.068718791007995605e-01	2.351329028606414795e-01	-6.003103852272033691e-01	6.344783902168273926e-01	1.311478018760681152e-01	-6.334820389747619629e-01	2.317211478948593140e-01	-2.259945729747414589e-03	-1.215434744954109192e-01	-2.213762700557708740e-02	2.013332098722457886e-01	3.165568113327026367e-01	-3.483792021870613098e-02	3.906649649143218994e-01	-3.353139460086822510e-01	3.426972627639770508e-01	2.188222706317901611e-01	2.975181639194488525e-01	-1.920174211263656616e-01	7.792978882789611816e-01	7.351088523864746094e-02	-2.819299995899200439e-01	-2.568610906600952148e-01	1.634822934865951538e-01	-3.144154790788888931e-03
-1.810697317123413086e-01	8.374606817960739136e-02	6.878818571567535400e-02	3.963486850261688232e-01	4.076873958110809326e-01	4.881631135940551758e-01	6.254701018333435059e-01	3.344212472438812256e-01	-6.279684901237487793e-01	8.839032649993896484e-01	1.620289683341979980e-01	-2.782550156116485596e-01	-3.509813249111175537e-01	-6.687209010124206543e-01	-1.945266574621200562e-01	-4.524132609367370605e-01	-2.927577793598175049e-01	2.237637788057327271e-01	2.155089564621448517e-02	-7.282578349113464355e-01	1.867094933986663818e-01	5.354551672935485840e-01	1.313149571418762207e+00	5.786402896046638489e-02	7.002846002578735352e-01	4.134197831153869629e-01	4.993319511413574219e-01	-9.135375618934631348e-01	-4.464542865753173828e-01	-2.491685748100280762e-01	-4.497996345162391663e-02	2.049534916877746582e-01	3.635806739330291748e-01	-6.228842139244079590e-01	4.977807402610778809e-01	-4.004917144775390625e-01	-3.966310918331146240e-01	-1.422778218984603882e-01	2.456652075052261353e-01	-4.322597980499267578e-01	5.598272681236267090e-01	2.381628602743148804e-01	-3.496448397636413574e-01	2.159277200698852539e-01	1.092512130737304688e+00	5.210608839988708496e-01	-1.968258023262023926e-01	-1.803999245166778564e-01	2.348549365997314453e-01	-2.512204647064208984e-01
-4.477593675255775452e-02	4.183151721954345703e-01	2.875230610370635986e-01	4.323897659778594971e-01	4.103119671344757080e-01	-1.319550257176160812e-02	5.082270503044128418e-01	7.293700426816940308e-02	-6.265879273414611816e-01	4.902954697608947754e-01	6.462420225143432617e-01	-4.087102413177490234e-01	-7.992577739059925079e-03	-9.529516696929931641e-01	5.186363309621810913e-02	-4.332572817802429199e-01	-1.979393213987350464e-01	7.162644714117050171e-02	-4.520961046218872070e-01	-8.386422395706176758e-01	7.917211041785776615e-05	1.019258141517639160e+00	1.208577871322631836e+00	-5.512559786438941956e-02	1.054531216621398926e+00	5.482912063598632812e-01	6.866283416748046875e-01	-1.154078006744384766e+00	-2.612495124340057373e-01	-4.687239527702331543e-01	-3.354370296001434326e-01	-1.635403037071228027e-01	2.684214413166046143e-01	-4.032721221446990967e-01	-6.057321280241012573e-02	-2.644859254360198975e-02	4.091571550816297531e-03	-2.797968387603759766e-01	5.634470582008361816e-01	-3.013874590396881104e-01	4.545682966709136963e-01	4.764515459537506104e-01	-7.451821863651275635e-02	1.961129009723663330e-01	1.109508395195007324e+00	7.051171064376831055e-01	-2.922808825969696045e-01	-3.275561630725860596e-01	1.984807290136814117e-02	4.013499245047569275e-02
